rank,title,publication_date,inventor,assignee,publication_number,language,thumbnail,pdf,page,entities,text_chunks
9,"Detection, mitigation and avoidance of mutual interference between automotive …",2023-10-20,约拉姆·斯特廷尔,阿尔贝机器人有限公司,CN111630404B,en,,https://patentimages.storage.googleapis.com/a0/52/9d/1ce4259ad42400/CN111630404B.pdf,1.0,"{""technologies"": [], ""places"": [], ""people"": [], ""organizations"": [""automotive""]}","Detection, mitigation and avoidance of mutual interference between automotive …: The controllers analyze this data and detect any irregularities or deviations from the normal operating range. Once the interference is detected, the system sends an alert to the central control unit.

Mitigation:

After the detection of interference, our method focuses on mitigating its effects. The central control unit receives the alert and identifies the systems involved in the interference"
9,"Detection, mitigation and avoidance of mutual interference between automotive …",2023-10-20,约拉姆·斯特廷尔,阿尔贝机器人有限公司,CN111630404B,en,,https://patentimages.storage.googleapis.com/a0/52/9d/1ce4259ad42400/CN111630404B.pdf,1.0,"{""technologies"": [""communication modules""], ""places"": [], ""people"": [], ""organizations"": []}","Detection, mitigation and avoidance of mutual interference between automotive …: It then initiates a mitigation procedure, which involves adjusting the parameters of the affected systems to eliminate the interference. This is achieved by using the communication modules, which enable the exchange of data and commands between the systems"
9,"Detection, mitigation and avoidance of mutual interference between automotive …",2023-10-20,约拉姆·斯特廷尔,阿尔贝机器人有限公司,CN111630404B,en,,https://patentimages.storage.googleapis.com/a0/52/9d/1ce4259ad42400/CN111630404B.pdf,1.0,,"Detection, mitigation and avoidance of mutual interference between automotive …: The mitigation procedure continues until the interference is resolved, and the systems are functioning correctly.

Avoidance:

In addition to detection and mitigation, our method also includes an avoidance mechanism to prevent mutual interference between systems. The central control unit uses algorithms and protocols to analyze the data collected by the sensors and controllers continuously. This analysis helps in identifying potential sources of interference and taking preventive measures before it occurs"
9,"Detection, mitigation and avoidance of mutual interference between automotive …",2023-10-20,约拉姆·斯特廷尔,阿尔贝机器人有限公司,CN111630404B,en,,https://patentimages.storage.googleapis.com/a0/52/9d/1ce4259ad42400/CN111630404B.pdf,1.0,,"Detection, mitigation and avoidance of mutual interference between automotive …: The algorithms also ensure that the parameters of the systems are optimized to minimize the chances of interference.

Advantages:

Our method offers several advantages over existing solutions for mutual interference in automotive systems. It provides a real-time detection, mitigation, and avoidance mechanism, ensuring the safety and efficiency of the vehicle. It also reduces the risk of accidents, recalls, and financial losses due to system failures"
9,"Detection, mitigation and avoidance of mutual interference between automotive …",2023-10-20,约拉姆·斯特廷尔,阿尔贝机器人有限公司,CN111630404B,en,,https://patentimages.storage.googleapis.com/a0/52/9d/1ce4259ad42400/CN111630404B.pdf,1.0,,"Detection, mitigation and avoidance of mutual interference between automotive …: Moreover, our method is highly adaptable and can be integrated into any vehicle, regardless of the type or complexity of the systems.

Conclusion:

In conclusion, our invention provides a reliable and efficient solution for detecting, mitigating, and avoiding mutual interference between automotive systems. With the increasing complexity of automotive systems, the need for such a solution is crucial for the safety and success of the automotive industry"
9,"Detection, mitigation and avoidance of mutual interference between automotive …",2023-10-20,约拉姆·斯特廷尔,阿尔贝机器人有限公司,CN111630404B,en,,https://patentimages.storage.googleapis.com/a0/52/9d/1ce4259ad42400/CN111630404B.pdf,1.0,"{""technologies"": [], ""places"": [], ""people"": [], ""organizations"": [""automotive""]}","Detection, mitigation and avoidance of mutual interference between automotive …: We believe that our method will revolutionize the way mutual interference is handled in vehicles and pave the way for a safer and more efficient driving experience."
0,"Method for detecting, blocking and reporting cyber-attacks against automotive …",2022-08-09,Alan Grau,"Sectigo, Inc.",US11411917B2,en,https://patentimages.storage.googleapis.com/67/9a/6f/4e2464f44bd6c2/US11411917-20220809-D00000.png,https://patentimages.storage.googleapis.com/35/f4/ac/3b5d477ca74feb/US11411917.pdf,2.0,"{""technologies"": [""autonomous vehicles""], ""places"": [], ""people"": [], ""organizations"": []}","Method for detecting, blocking and reporting cyber-attacks against automotive …: Title: Method for Detecting, Blocking, and Reporting Cyber-Attacks against Automotive Systems

Abstract:
The present invention relates to a method for detecting, blocking, and reporting cyber-attacks against automotive systems. As the number of connected and autonomous vehicles on the road increases, the risk of cyber-attacks targeting these vehicles also rises"
0,"Method for detecting, blocking and reporting cyber-attacks against automotive …",2022-08-09,Alan Grau,"Sectigo, Inc.",US11411917B2,en,https://patentimages.storage.googleapis.com/67/9a/6f/4e2464f44bd6c2/US11411917-20220809-D00000.png,https://patentimages.storage.googleapis.com/35/f4/ac/3b5d477ca74feb/US11411917.pdf,2.0,,"Method for detecting, blocking and reporting cyber-attacks against automotive …: This method utilizes a combination of hardware and software components to constantly monitor and protect automotive systems from potential cyber-attacks. The method also includes a reporting mechanism to alert relevant parties in the event of a detected attack. 

Background:
With the increasing use of electronic control units (ECUs) and internet connectivity in modern vehicles, the vulnerability to cyber-attacks has become a major concern in the automotive industry"
0,"Method for detecting, blocking and reporting cyber-attacks against automotive …",2022-08-09,Alan Grau,"Sectigo, Inc.",US11411917B2,en,https://patentimages.storage.googleapis.com/67/9a/6f/4e2464f44bd6c2/US11411917-20220809-D00000.png,https://patentimages.storage.googleapis.com/35/f4/ac/3b5d477ca74feb/US11411917.pdf,2.0,"{""technologies"": [""automotive systems""], ""places"": [], ""people"": [], ""organizations"": []}","Method for detecting, blocking and reporting cyber-attacks against automotive …: These attacks can potentially compromise the safety and security of the vehicle and its passengers, leading to serious consequences. Therefore, there is a need for a method that can effectively detect, block, and report cyber-attacks targeted at automotive systems.

Description:
The method for detecting, blocking, and reporting cyber-attacks against automotive systems comprises of the following steps:

1"
0,"Method for detecting, blocking and reporting cyber-attacks against automotive …",2022-08-09,Alan Grau,"Sectigo, Inc.",US11411917B2,en,https://patentimages.storage.googleapis.com/67/9a/6f/4e2464f44bd6c2/US11411917-20220809-D00000.png,https://patentimages.storage.googleapis.com/35/f4/ac/3b5d477ca74feb/US11411917.pdf,2.0,"{""technologies"": [""sensors"", ""software"", ""firewall system""], ""places"": [], ""people"": [], ""organizations"": []}","Method for detecting, blocking and reporting cyber-attacks against automotive …: Detection:
A combination of sensors and software is used to constantly monitor the behavior of the vehicle's systems. Any unusual or unauthorized activity is immediately flagged as a potential cyber-attack.

2. Blocking:
Once a cyber-attack is detected, the method utilizes a firewall system to block any unauthorized access to the vehicle's systems. This prevents the attack from causing any harm to the vehicle or its passengers.

3"
0,"Method for detecting, blocking and reporting cyber-attacks against automotive …",2022-08-09,Alan Grau,"Sectigo, Inc.",US11411917B2,en,https://patentimages.storage.googleapis.com/67/9a/6f/4e2464f44bd6c2/US11411917-20220809-D00000.png,https://patentimages.storage.googleapis.com/35/f4/ac/3b5d477ca74feb/US11411917.pdf,2.0,,"Method for detecting, blocking and reporting cyber-attacks against automotive …: Reporting:
In the event of a detected cyber-attack, the method includes a reporting mechanism that immediately alerts the relevant parties, such as the vehicle owner, manufacturer, and security agencies. This allows for quick and efficient action to be taken to mitigate the attack.

4. Constant Updates:
The method also includes a system for regularly updating the software components to stay ahead of new and emerging cyber threats"
0,"Method for detecting, blocking and reporting cyber-attacks against automotive …",2022-08-09,Alan Grau,"Sectigo, Inc.",US11411917B2,en,https://patentimages.storage.googleapis.com/67/9a/6f/4e2464f44bd6c2/US11411917-20220809-D00000.png,https://patentimages.storage.googleapis.com/35/f4/ac/3b5d477ca74feb/US11411917.pdf,2.0,"{""technologies"": [""automotive systems""], ""places"": [], ""people"": [], ""organizations"": []}","Method for detecting, blocking and reporting cyber-attacks against automotive …: This ensures that the vehicle's systems are always protected against the latest attacks.

Advantages:
The method for detecting, blocking, and reporting cyber-attacks against automotive systems offers several advantages. Firstly, it provides real-time protection against cyber threats, ensuring the safety and security of the vehicle and its passengers. Additionally, the reporting mechanism allows for prompt action to be taken in the event of an attack, minimizing potential damages"
0,"Method for detecting, blocking and reporting cyber-attacks against automotive …",2022-08-09,Alan Grau,"Sectigo, Inc.",US11411917B2,en,https://patentimages.storage.googleapis.com/67/9a/6f/4e2464f44bd6c2/US11411917-20220809-D00000.png,https://patentimages.storage.googleapis.com/35/f4/ac/3b5d477ca74feb/US11411917.pdf,2.0,"{""technologies"": [""automotive systems""], ""places"": [], ""people"": [], ""organizations"": []}","Method for detecting, blocking and reporting cyber-attacks against automotive …: Furthermore, the constant updates to the system ensure that it remains effective against evolving cyber threats.

Conclusion:
The method for detecting, blocking, and reporting cyber-attacks against automotive systems offers a comprehensive solution to the growing concern of cyber-attacks targeted at vehicles. By constantly monitoring and protecting against potential attacks, this method ensures the safety and security of both the vehicle and its passengers"
0,"Method for detecting, blocking and reporting cyber-attacks against automotive …",2022-08-09,Alan Grau,"Sectigo, Inc.",US11411917B2,en,https://patentimages.storage.googleapis.com/67/9a/6f/4e2464f44bd6c2/US11411917-20220809-D00000.png,https://patentimages.storage.googleapis.com/35/f4/ac/3b5d477ca74feb/US11411917.pdf,2.0,"{""technologies"": [], ""places"": [], ""people"": [], ""organizations"": [""automotive industry""]}","Method for detecting, blocking and reporting cyber-attacks against automotive …: Its reporting mechanism and regular updates also make it a proactive and efficient solution in the fight against cyber threats in the automotive industry."
1,Automotive optical communication system,2020-11-24,Jeremy L. Cattone,"Paypal, Inc.",US10846690B2,en,https://patentimages.storage.googleapis.com/f4/19/fb/6154870aa75b10/US10846690-20201124-D00000.png,https://patentimages.storage.googleapis.com/2d/06/fb/4bdfbbc674e187/US10846690.pdf,2.0,,"Automotive optical communication system: Title: Automotive Optical Communication System

Background:
In the automotive industry, there is a constant need for efficient and reliable communication systems between different components of a vehicle. Traditional wired communication systems have limitations such as susceptibility to electromagnetic interference and high cost of installation. With the increasing use of electronic components in vehicles, the demand for a more advanced and efficient communication system has become crucial"
1,Automotive optical communication system,2020-11-24,Jeremy L. Cattone,"Paypal, Inc.",US10846690B2,en,https://patentimages.storage.googleapis.com/f4/19/fb/6154870aa75b10/US10846690-20201124-D00000.png,https://patentimages.storage.googleapis.com/2d/06/fb/4bdfbbc674e187/US10846690.pdf,2.0,,"Automotive optical communication system: In this regard, the present invention pertains to an automotive optical communication system that utilizes light as a medium for transmitting data between different components of a vehicle.

Summary of the Invention:
The automotive optical communication system is designed to provide a high-speed and reliable communication between various electronic components of a vehicle. The system comprises of an optical transmitter, an optical receiver, and an optical fiber link"
1,Automotive optical communication system,2020-11-24,Jeremy L. Cattone,"Paypal, Inc.",US10846690B2,en,https://patentimages.storage.googleapis.com/f4/19/fb/6154870aa75b10/US10846690-20201124-D00000.png,https://patentimages.storage.googleapis.com/2d/06/fb/4bdfbbc674e187/US10846690.pdf,2.0,,"Automotive optical communication system: The optical transmitter is responsible for converting electrical signals into optical signals, which are then transmitted through the optical fiber link. The optical receiver at the receiving end receives the optical signals and converts them back into electrical signals for further processing.

Advantages:
1. High Speed: The use of light as a medium for communication enables the system to transmit data at a speed of up to 10 Gbps, which is much higher than traditional wired communication systems.

2"
1,Automotive optical communication system,2020-11-24,Jeremy L. Cattone,"Paypal, Inc.",US10846690B2,en,https://patentimages.storage.googleapis.com/f4/19/fb/6154870aa75b10/US10846690-20201124-D00000.png,https://patentimages.storage.googleapis.com/2d/06/fb/4bdfbbc674e187/US10846690.pdf,2.0,"{""technologies"": [""optical communication system"", ""optical fiber link""], ""places"": [], ""people"": [], ""organizations"": []}","Automotive optical communication system: Immunity to Electromagnetic Interference: Unlike traditional wired communication systems, the automotive optical communication system is immune to electromagnetic interference, providing a more reliable communication in the presence of strong electromagnetic fields.

3. Cost-effective: The optical fiber link used in the system is lightweight, flexible, and inexpensive, making it a cost-effective solution for communication in vehicles.

4"
1,Automotive optical communication system,2020-11-24,Jeremy L. Cattone,"Paypal, Inc.",US10846690B2,en,https://patentimages.storage.googleapis.com/f4/19/fb/6154870aa75b10/US10846690-20201124-D00000.png,https://patentimages.storage.googleapis.com/2d/06/fb/4bdfbbc674e187/US10846690.pdf,2.0,"{""technologies"": [""optical communication"", ""optical fibers""], ""places"": [], ""people"": [], ""organizations"": []}","Automotive optical communication system: Space-saving: The use of optical fibers eliminates the need for bulky and heavy wiring, thereby saving space and reducing the overall weight of the vehicle.

5. Enhanced Safety: The system eliminates the risk of fire hazards, which are commonly associated with traditional wired communication systems.

Detailed Description:
The automotive optical communication system works on the principle of optical communication, where light is used as a medium for transmitting data"
1,Automotive optical communication system,2020-11-24,Jeremy L. Cattone,"Paypal, Inc.",US10846690B2,en,https://patentimages.storage.googleapis.com/f4/19/fb/6154870aa75b10/US10846690-20201124-D00000.png,https://patentimages.storage.googleapis.com/2d/06/fb/4bdfbbc674e187/US10846690.pdf,2.0,"{""technologies"": [""optical communication system"", ""optical transmitter"", ""optical receiver"", ""optical fiber link"", ""light source"", ""modulator"", ""driver circuit"", ""laser diode"", ""LED""], ""places"": [], ""people"": [], ""organizations"": []}","Automotive optical communication system: The system consists of an optical transmitter, an optical receiver, and an optical fiber link. The optical transmitter comprises of a light source, a modulator, and a driver circuit. The light source can be a laser diode, LED, or any other suitable light source. The modulator is responsible for modulating the light signals according to the data to be transmitted"
1,Automotive optical communication system,2020-11-24,Jeremy L. Cattone,"Paypal, Inc.",US10846690B2,en,https://patentimages.storage.googleapis.com/f4/19/fb/6154870aa75b10/US10846690-20201124-D00000.png,https://patentimages.storage.googleapis.com/2d/06/fb/4bdfbbc674e187/US10846690.pdf,2.0,,"Automotive optical communication system: The driver circuit provides the necessary electrical signals to the modulator for controlling the intensity of the light signals.

The optical receiver consists of a photodiode, a demodulator, and a receiver circuit. The photodiode converts the received light signals into electrical signals, which are then demodulated by the demodulator to retrieve the original data"
1,Automotive optical communication system,2020-11-24,Jeremy L. Cattone,"Paypal, Inc.",US10846690B2,en,https://patentimages.storage.googleapis.com/f4/19/fb/6154870aa75b10/US10846690-20201124-D00000.png,https://patentimages.storage.googleapis.com/2d/06/fb/4bdfbbc674e187/US10846690.pdf,2.0,,"Automotive optical communication system: The receiver circuit amplifies and processes the electrical signals for further use.

The optical fiber link connects the optical transmitter and receiver and consists of one or more optical fibers"
1,Automotive optical communication system,2020-11-24,Jeremy L. Cattone,"Paypal, Inc.",US10846690B2,en,https://patentimages.storage.googleapis.com/f4/19/fb/6154870aa75b10/US10846690-20201124-D00000.png,https://patentimages.storage.googleapis.com/2d/06/fb/4bdfbbc674e187/US10846690.pdf,2.0,,"Automotive optical communication system: The optical fibers are made of high-quality glass or plastic material with a low refractive index to minimize the loss of light signals during transmission.

Applications:
The automotive optical communication system can be used in various applications in the automotive industry, including vehicle-to-vehicle communication, vehicle-to-infrastructure communication, and communication between different electronic components within a vehicle"
1,Automotive optical communication system,2020-11-24,Jeremy L. Cattone,"Paypal, Inc.",US10846690B2,en,https://patentimages.storage.googleapis.com/f4/19/fb/6154870aa75b10/US10846690-20201124-D00000.png,https://patentimages.storage.googleapis.com/2d/06/fb/4bdfbbc674e187/US10846690.pdf,2.0,"{""technologies"": [""automotive optical communication system""], ""places"": [], ""people"": [], ""organizations"": []}","Automotive optical communication system: It can also be used in autonomous vehicles for real-time data transfer between sensors, cameras, and control units.

Conclusion:
The automotive optical communication system provides a high-speed, reliable, and cost-effective solution for communication in vehicles. It eliminates the limitations of traditional wired communication systems and enhances the overall performance and safety of vehicles"
1,Automotive optical communication system,2020-11-24,Jeremy L. Cattone,"Paypal, Inc.",US10846690B2,en,https://patentimages.storage.googleapis.com/f4/19/fb/6154870aa75b10/US10846690-20201124-D00000.png,https://patentimages.storage.googleapis.com/2d/06/fb/4bdfbbc674e187/US10846690.pdf,2.0,"{""technologies"": [""optical communication system""], ""places"": [], ""people"": [], ""organizations"": [""automotive industry""]}",Automotive optical communication system: The system has immense potential for application in the automotive industry and is expected to revolutionize the way electronic components communicate in vehicles.
2,FMCW automotive radar incorporating modified slow time processing of fine range …,2022-11-29,Yoram Stettiner,Arbe Robotics Ltd.,US11513187B2,en,https://patentimages.storage.googleapis.com/94/12/ea/9ac5054eb9558a/US11513187-20221129-D00000.png,https://patentimages.storage.googleapis.com/05/22/4b/1821e57167d520/US11513187B2.pdf,2.0,,"FMCW automotive radar incorporating modified slow time processing of fine range …: Title: FMCW Automotive Radar with Modified Slow Time Processing for Fine Range Measurements

Background:
Automotive radars have become an essential component in modern vehicles, providing crucial information for advanced driver assistance systems (ADAS) and autonomous driving. Frequency Modulated Continuous Wave (FMCW) radars are widely used in the automotive industry due to their high accuracy, low cost, and compact size"
2,FMCW automotive radar incorporating modified slow time processing of fine range …,2022-11-29,Yoram Stettiner,Arbe Robotics Ltd.,US11513187B2,en,https://patentimages.storage.googleapis.com/94/12/ea/9ac5054eb9558a/US11513187-20221129-D00000.png,https://patentimages.storage.googleapis.com/05/22/4b/1821e57167d520/US11513187B2.pdf,2.0,"{""technologies"": [""FMCW"", ""slow time processing""], ""places"": [], ""people"": [], ""organizations"": []}","FMCW automotive radar incorporating modified slow time processing of fine range …: However, traditional FMCW radars have limitations in measuring fine ranges, leading to potential safety hazards on the road. This patent aims to address this issue by incorporating modified slow time processing in an FMCW automotive radar system.

Summary:
The FMCW automotive radar system described in this patent incorporates modified slow time processing to improve the accuracy of fine range measurements"
2,FMCW automotive radar incorporating modified slow time processing of fine range …,2022-11-29,Yoram Stettiner,Arbe Robotics Ltd.,US11513187B2,en,https://patentimages.storage.googleapis.com/94/12/ea/9ac5054eb9558a/US11513187-20221129-D00000.png,https://patentimages.storage.googleapis.com/05/22/4b/1821e57167d520/US11513187B2.pdf,2.0,,"FMCW automotive radar incorporating modified slow time processing of fine range …: The modified slow time processing technique utilizes a combination of frequency and phase shifts to enhance the resolution of the radar system. This allows for precise detection and tracking of nearby objects, such as pedestrians, cyclists, and other vehicles, even in complex traffic scenarios.

Description:
The FMCW automotive radar system comprises a transmitter, a receiver, and a signal processing unit"
2,FMCW automotive radar incorporating modified slow time processing of fine range …,2022-11-29,Yoram Stettiner,Arbe Robotics Ltd.,US11513187B2,en,https://patentimages.storage.googleapis.com/94/12/ea/9ac5054eb9558a/US11513187-20221129-D00000.png,https://patentimages.storage.googleapis.com/05/22/4b/1821e57167d520/US11513187B2.pdf,2.0,,"FMCW automotive radar incorporating modified slow time processing of fine range …: The transmitter emits a continuous wave signal with a linearly increasing frequency, and the receiver receives the reflected signals from objects in the surrounding environment. The signal processing unit utilizes modified slow time processing to analyze the received signals and extract fine range information.

The modified slow time processing technique involves introducing a frequency shift in the transmitted signal and a corresponding phase shift in the received signal"
2,FMCW automotive radar incorporating modified slow time processing of fine range …,2022-11-29,Yoram Stettiner,Arbe Robotics Ltd.,US11513187B2,en,https://patentimages.storage.googleapis.com/94/12/ea/9ac5054eb9558a/US11513187-20221129-D00000.png,https://patentimages.storage.googleapis.com/05/22/4b/1821e57167d520/US11513187B2.pdf,2.0,"{""technologies"": [""FMCW automotive radar"", ""modified slow time processing""], ""places"": [], ""people"": [], ""organizations"": []}","FMCW automotive radar incorporating modified slow time processing of fine range …: This frequency and phase shift combination creates a unique signature for each target, allowing for accurate identification and tracking of multiple objects simultaneously"
2,FMCW automotive radar incorporating modified slow time processing of fine range …,2022-11-29,Yoram Stettiner,Arbe Robotics Ltd.,US11513187B2,en,https://patentimages.storage.googleapis.com/94/12/ea/9ac5054eb9558a/US11513187-20221129-D00000.png,https://patentimages.storage.googleapis.com/05/22/4b/1821e57167d520/US11513187B2.pdf,2.0,,"FMCW automotive radar incorporating modified slow time processing of fine range …: Additionally, the system incorporates a time gating mechanism to filter out unwanted signals and reduce noise levels, further enhancing the accuracy of fine range measurements.

In traditional FMCW radars, the slow time processing is performed on the entire received signal, which leads to a trade-off between range resolution and measurement time. However, in this modified slow time processing technique, the time gating mechanism allows for a shorter measurement time while maintaining high range resolution"
2,FMCW automotive radar incorporating modified slow time processing of fine range …,2022-11-29,Yoram Stettiner,Arbe Robotics Ltd.,US11513187B2,en,https://patentimages.storage.googleapis.com/94/12/ea/9ac5054eb9558a/US11513187-20221129-D00000.png,https://patentimages.storage.googleapis.com/05/22/4b/1821e57167d520/US11513187B2.pdf,2.0,,"FMCW automotive radar incorporating modified slow time processing of fine range …: This significantly improves the overall performance of the radar system, making it suitable for real-time applications in the automotive industry.

Advantages:
1. Improved accuracy of fine range measurements, especially in complex traffic scenarios.
2. Simultaneous detection and tracking of multiple objects.
3. Shorter measurement time without compromising range resolution.
4. Reduced noise levels for more reliable measurements.
5"
2,FMCW automotive radar incorporating modified slow time processing of fine range …,2022-11-29,Yoram Stettiner,Arbe Robotics Ltd.,US11513187B2,en,https://patentimages.storage.googleapis.com/94/12/ea/9ac5054eb9558a/US11513187-20221129-D00000.png,https://patentimages.storage.googleapis.com/05/22/4b/1821e57167d520/US11513187B2.pdf,2.0,,"FMCW automotive radar incorporating modified slow time processing of fine range …: Suitable for real-time applications in the automotive industry.

Conclusion:
The proposed FMCW automotive radar system with modified slow time processing offers a significant improvement in fine range measurements, making it a valuable addition to the automotive industry. This patent covers the implementation of the modified slow time processing technique in an FMCW radar system, which can be integrated into existing automotive radar systems or developed as a standalone product."
3,Systems and methods for use of diagnostic scan tool in automotive collision …,2022-10-04,John Joseph Rozint,"Mitchell International, Inc.",US11462061B2,en,https://patentimages.storage.googleapis.com/92/57/6f/b35db7c6c89eca/US11462061-20221004-D00000.png,https://patentimages.storage.googleapis.com/4f/65/53/6d4e1f919ff530/US11462061.pdf,2.0,,"Systems and methods for use of diagnostic scan tool in automotive collision …: Title: Systems and Methods for use of Diagnostic Scan Tool in Automotive Collision Detection and Analysis

Background:
Automotive collisions are a major concern in the automotive industry, leading to significant financial losses and safety risks. In order to accurately assess the damage and determine the necessary repairs, diagnostic scan tools have become an essential tool for automotive technicians"
3,Systems and methods for use of diagnostic scan tool in automotive collision …,2022-10-04,John Joseph Rozint,"Mitchell International, Inc.",US11462061B2,en,https://patentimages.storage.googleapis.com/92/57/6f/b35db7c6c89eca/US11462061-20221004-D00000.png,https://patentimages.storage.googleapis.com/4f/65/53/6d4e1f919ff530/US11462061.pdf,2.0,"{""technologies"": [""diagnostic scan tool""], ""places"": [], ""people"": [], ""organizations"": []}","Systems and methods for use of diagnostic scan tool in automotive collision …: These tools allow for the detection and analysis of electronic systems within a vehicle, providing valuable information for collision repair. However, the use of diagnostic scan tools in automotive collision detection and analysis is still a relatively new and developing field, with limited systems and methods available"
3,Systems and methods for use of diagnostic scan tool in automotive collision …,2022-10-04,John Joseph Rozint,"Mitchell International, Inc.",US11462061B2,en,https://patentimages.storage.googleapis.com/92/57/6f/b35db7c6c89eca/US11462061-20221004-D00000.png,https://patentimages.storage.googleapis.com/4f/65/53/6d4e1f919ff530/US11462061.pdf,2.0,,"Systems and methods for use of diagnostic scan tool in automotive collision …: Therefore, there is a need for improved systems and methods for utilizing diagnostic scan tools in automotive collision repair.

Summary of Invention:
The present invention provides a comprehensive system and method for using diagnostic scan tools in automotive collision detection and analysis. The system includes a diagnostic scan tool capable of communicating with the electronic systems of a vehicle, a data management system, and a collision detection and analysis module"
3,Systems and methods for use of diagnostic scan tool in automotive collision …,2022-10-04,John Joseph Rozint,"Mitchell International, Inc.",US11462061B2,en,https://patentimages.storage.googleapis.com/92/57/6f/b35db7c6c89eca/US11462061-20221004-D00000.png,https://patentimages.storage.googleapis.com/4f/65/53/6d4e1f919ff530/US11462061.pdf,2.0,,"Systems and methods for use of diagnostic scan tool in automotive collision …: The method involves using the diagnostic scan tool to retrieve data from the vehicle's electronic systems, analyzing the data using the collision detection and analysis module, and storing the data in the data management system for future reference.

The diagnostic scan tool used in this invention is equipped with advanced features such as live data streaming, fault code reading, and component testing"
3,Systems and methods for use of diagnostic scan tool in automotive collision …,2022-10-04,John Joseph Rozint,"Mitchell International, Inc.",US11462061B2,en,https://patentimages.storage.googleapis.com/92/57/6f/b35db7c6c89eca/US11462061-20221004-D00000.png,https://patentimages.storage.googleapis.com/4f/65/53/6d4e1f919ff530/US11462061.pdf,2.0,"{""technologies"": [""diagnostic scan tool""], ""places"": [], ""people"": [], ""organizations"": []}","Systems and methods for use of diagnostic scan tool in automotive collision …: This allows for real-time monitoring of the vehicle's electronic systems, identifying any faults or malfunctions that may have occurred due to a collision"
3,Systems and methods for use of diagnostic scan tool in automotive collision …,2022-10-04,John Joseph Rozint,"Mitchell International, Inc.",US11462061B2,en,https://patentimages.storage.googleapis.com/92/57/6f/b35db7c6c89eca/US11462061-20221004-D00000.png,https://patentimages.storage.googleapis.com/4f/65/53/6d4e1f919ff530/US11462061.pdf,2.0,"{""technologies"": [""diagnostic scan tool"", ""collision detection and analysis module"", ""data management system""], ""places"": [], ""people"": [], ""organizations"": []}","Systems and methods for use of diagnostic scan tool in automotive collision …: The data retrieved from the vehicle is then transferred to the collision detection and analysis module, which uses algorithms and software to analyze the data and provide a detailed report on the extent of the damage and necessary repairs.

The data management system plays a crucial role in this invention by storing the data collected from the diagnostic scan tool and the collision detection and analysis module"
3,Systems and methods for use of diagnostic scan tool in automotive collision …,2022-10-04,John Joseph Rozint,"Mitchell International, Inc.",US11462061B2,en,https://patentimages.storage.googleapis.com/92/57/6f/b35db7c6c89eca/US11462061-20221004-D00000.png,https://patentimages.storage.googleapis.com/4f/65/53/6d4e1f919ff530/US11462061.pdf,2.0,"{""technologies"": [""diagnostic scan tool""], ""places"": [], ""people"": [], ""organizations"": []}","Systems and methods for use of diagnostic scan tool in automotive collision …: This allows for easy access to the data for future reference and comparison, providing valuable insights for improving the collision repair process.

Advantages:
1. Accurate and efficient diagnosis: The use of diagnostic scan tools in this invention ensures accurate and efficient diagnosis of electronic systems in a vehicle, reducing the risk of human error and improving the overall repair process.

2"
3,Systems and methods for use of diagnostic scan tool in automotive collision …,2022-10-04,John Joseph Rozint,"Mitchell International, Inc.",US11462061B2,en,https://patentimages.storage.googleapis.com/92/57/6f/b35db7c6c89eca/US11462061-20221004-D00000.png,https://patentimages.storage.googleapis.com/4f/65/53/6d4e1f919ff530/US11462061.pdf,2.0,,"Systems and methods for use of diagnostic scan tool in automotive collision …: Real-time monitoring: The live data streaming feature of the diagnostic scan tool enables real-time monitoring of the vehicle's electronic systems, providing immediate feedback on any issues that may arise during the repair process.

3. Comprehensive analysis: The collision detection and analysis module provides a comprehensive analysis of the data retrieved from the vehicle, ensuring all potential damages are identified and addressed.

4"
3,Systems and methods for use of diagnostic scan tool in automotive collision …,2022-10-04,John Joseph Rozint,"Mitchell International, Inc.",US11462061B2,en,https://patentimages.storage.googleapis.com/92/57/6f/b35db7c6c89eca/US11462061-20221004-D00000.png,https://patentimages.storage.googleapis.com/4f/65/53/6d4e1f919ff530/US11462061.pdf,2.0,"{""technologies"": [""diagnostic scan tool"", ""data management system""], ""places"": [], ""people"": [], ""organizations"": [""automotive industry""]}","Systems and methods for use of diagnostic scan tool in automotive collision …: Data management: The data management system allows for easy storage and access to data, providing valuable insights for future collision repairs and improvements in the automotive industry.

Conclusion:
The present invention provides an innovative and comprehensive system and method for using diagnostic scan tools in automotive collision detection and analysis"
3,Systems and methods for use of diagnostic scan tool in automotive collision …,2022-10-04,John Joseph Rozint,"Mitchell International, Inc.",US11462061B2,en,https://patentimages.storage.googleapis.com/92/57/6f/b35db7c6c89eca/US11462061-20221004-D00000.png,https://patentimages.storage.googleapis.com/4f/65/53/6d4e1f919ff530/US11462061.pdf,2.0,"{""technologies"": [""diagnostic scan tool"", ""advanced features"", ""algorithms""], ""places"": [], ""people"": [], ""organizations"": []}","Systems and methods for use of diagnostic scan tool in automotive collision …: By utilizing advanced features and algorithms, this invention improves the accuracy and efficiency of collision repair, ultimately leading to safer and more reliable vehicles on the road."
